Id,Name,City,State,Country,Region,IATA,ICAO,Latitude,Longitude,Elevation,UTC,DST
8939,El Merk,El Merk,Algiers,Algeria,Africa,,\N,30.300039,8.160833,0,1,U
8940,Budapest Keleti pu.,Budapest,NULL,Hungary,#VALUE!,,\N,-47.500278,-160.916111,0,1,E
8941,Bratislava hl. st.,Bratislava,NULL,Slovakia,#VALUE!,,\N,-48.158263,17.105839,430,1,E
8942,Ndutu,Ndutu,Dar es Salaam,Tanzania,Africa,DUU,HTND,-3.0243398,34.9845059,5400,3,U
8943,Cuamba,Cuamba,Maputo,Mozambique,Africa,FXO,FQCB,-14.8175,36.528333,1931,2,N
8944,Bodaibo,Bodaibo,Irkutsk,Russia,Asia,ODO,UIKB,57.5137,114.1348,940,9,N
8945,Berdoba Airport,Berdoba,Ndjamena,Chad,Africa,,\N,16.072,22.8466,2953,1,N
8946,Zhytomyr,Zhytomyr,Kiev,Ukraine,Europe,ZTR,UKKV,50.270556,28.738611,0,2,E
8947,Mozyr,Mozyr,Minsk,Belarus,Europe,,UMGM,51.981944,29.165,0,3,N
8948,Paluknys,Paluknys,Vilnius,Lithuania,Europe,,EYVP,54.483056,24.989722,0,2,E
8949,Mattala Rajapaksa Intl.,Mattala,Colombo,Sri Lanka,Asia,HRI,VCRI,6.284467,81.124128,157,5.5,N
8950,Pecos Municipal Airport,Pecos,Chicago,United States,America,PEQ,KPEQ,31.3823889,-103.5107222,2613,-6,A
8951,Hattiesburg Bobby L. Chain Municipal Airport,Hattiesburg,Chicago,United States,America,HBG,KHBG,31.2649444,-89.2528889,151,-6,A
8952,Botucatu,Botucatu,Sao Paulo,Brazil,America,QCJ,SDBK,-22.938,-48.467,3012,-3,S
8953,Anapolis Military Airbase,Anapolis,Sao Paulo,Brazil,America,,SBAN,-16.23,-48.966,3731,-3,S
8954,Sao Carlos TAM,Sao Carlos,Sao Paulo,Brazil,America,QSC,SDSC,-21.875,-47.904,2649,-3,S
8955,Byron Airport,Byron Bay,NULL,Australia,#VALUE!,,\N,28.383504,153.365447,10,10,O
8956,Grindelwald,Grindelwald,Zurich,Switzerland,Europe,,\N,46.35106,7.57408,6000,1,U
8957,Grindelwald,Grindelwald,Zurich,Switzerland,Europe,,\N,46.3506,7.57408,6000,1,U
8958,Chan Gurney,Yankton,Chicago,United States,America,YKN,KYKN,42.8711,-97.3969,1200,-6,A
8959,Selfield Airport,Selma Alabama,Chicago,United States,America,SES,KSES,32.4404,-86.9522,131,-6,A
8960,Linkwasha Airfield,Hwange National Park,Harare,Zimbabwe,Africa,,\N,-19.123333,27.201389,3543,2,N
8961,Sir Bani Yas Island,Sir Bani Yas Island,Dubai,United Arab Emirates,Asia,XSB,\N,24.2856083,52.5783472,5,4,U
8962,Dalma Airport,Dalma Island,Dubai,United Arab Emirates,Asia,ZDY,\N,24.5033833,52.3360528,8,4,U
8964,Playa del Carmen Airport,Playa del Carmen,Mexico City,Mexico,America,PCM,\N,20.6225,-87.082221,1,-6,U
8965,Ellough,Beccles,London,United Kingdom,Europe,,EGSM,52.438333,1.606944,80,0,E
8966,Kratie Airport,Kratie,Phnom Penh,Cambodia,Asia,KTI,VDKT,12.4905,106.055,3610,7,N
8967,Caldera Airport,Caldera,Santiago,Chile,America,,SCCL,-27.078052,-70.795305,180,-4,U
8968,San Pedro de Atacama Airport,San Pedro de Atacama,Santiago,Chile,America,,SCPE,-22.918888,-68.162777,7959,-4,U
8969,Copacabana Airport,Copacabana,La Paz,Bolivia,America,,SLCC,-16.183326,-69.087501,12591,-4,U
8970,Havelock Island Seaport,Havelock Island,Calcutta,India,Asia,,\N,12.042636,92.982574,0,5.5,N
8971,Guyuan,Guyuan,Chongqing,China,Asia,GYU,ZLGY,36.078611,106.216667,5577,8,U
8972,Brawdy RAF Airport,Brawdy,London,United Kingdom,Europe,,EGDA,51.880462,-5.12148,355,0,E
8973,Gaios Bay,Paxi,Athens,Greece,Europe,,\N,39.195944,20.195961,0,2,E
8974,Changhai,Changhai,Chongqing,China,Asia,CNI,ZYCH,39.266389,122.666944,1,8,N
8975,Redhill Aerodrome,Redhill,London,United Kingdom,Europe,KRH,EGKR,51.213612,-0.13861,221,0,E
8976,Bahnhof,Bad Gastein,Vienna,Austria,Europe,,\N,47.1,13.0167,3287,1,E
8977,Acquafredda Station,Maratea,Rome,Italy,Europe,,\N,40,15.7167,1000,1,E
8978,Victoria Station,London,London,United Kingdom,Europe,,\N,51.4964,-0.14391,48,0,E
8979,Jiagedaqi Airport,Jiagedaqi District,Chongqing,China,Asia,JGD,\N,50.375,124.117,1205,8,N
8980,Chinchilla,Chinchilla,Brisbane,Australia,Australia,CCL,YCCA,-26.769444,150.616667,1030,10,O
8981,Frazier Lake Airpark,Hollister,Vancouver,United States,America,1C9,\N,54.01333333,-124.7683333,152,-8,A
8982,Hayward Executive Airport,Hayward,Los Angeles,United States,America,HWD,KHWD,37.65888889,-122.1216667,52,-8,A
8983,Motueka,Motueka,Auckland,New Zealand,Pacific,MZP,NZMK,-41.123299,172.988998,39,12,Z
8984,Shute Harbour,Shute Harbour,Brisbane,Australia,Australia,JHQ,YSHR,-20.278299,148.757004,12,10,O
8985,Enstone,Enstone,London,United Kingdom,Europe,,EGTN,51.928167,-1.4285,550,0,U
8986,Portoferrario Cruise Terminal,Portoferrario,Rome,Italy,Europe,,\N,42.49,10.19,13,1,E
8987,Pittsburgh Amtrak,Pittsburgh,New York,United States,America,,\N,40.4406,-79.9961,1370,-5,A
8988,Raton Amtrak,Raton,Denver,United States,America,,\N,36.9033,-104.4386,8800,-7,A
8989,Ann Arbor Municipal Airport,Ann Arbor,New York,United States,America,ARB,KARB,42.132274,-83.444418,839,-5,A
8990,Myrdal Station,Myrdal,Oslo,Norway,Europe,,\N,60.4418,7.0723,2844,1,E
8991,Flam Station,Flam,Oslo,Norway,Europe,,\N,60.5017,7.0714,6,1,E
8992,Leikanger Terminal,Leikanger,Oslo,Norway,Europe,,\N,61.1351,6.4723,6,1,E
8993,North Sea,Gryphon FPSO,NULL,United Kingdom,#VALUE!,,GRY1,59.35,1.57,0,0,U
8994,Shepparton,Shepparton,Hobart,Australia,Australia,SHT,YSHT,-36.428902,145.393005,374,10,O
8995,Temora,Temora,Sydney,Australia,Australia,TEM,YTEM,-34.4248,147.5104,921,10,O
8996,Gayndah,Gayndah,Brisbane,Australia,Australia,GAH,YGAY,-25.61528,151.62083,369,10,N
8997,Popondetta,Popondetta,Port Moresby,Papua New Guinea,Pacific,EIA,\N,-8.199999809,147.8500061,311,10,U
8998,Wilcannia,Wilcannia,Sydney,Australia,Australia,WIO,YWCA,-31.51749992,143.3789978,250,10,O
8999,Bollards Lagoon,Bollards Lagoon Station,Adelaide,Australia,Australia,,\N,-28.9832259,140.852844,250,9.5,O
9000,Delamere Range,Delamere Range,Darwin,Australia,Australia,,\N,-15.7467,131.919998,200,9.5,U
9001,Ivanhoe,Ivanhoe,Sydney,Australia,Australia,,YIVO,-32.883301,144.309998,331,10,O
9002,Menindee,Menindee,Sydney,Australia,Australia,,YMED,-32.22,142.2418,164,10,O
9003,Naduri,Naduri,Port Moresby,Papua New Guinea,Pacific,,\N,-8.93,147.73,900,10,U
9004,Pooncarie,Pooncarie,Sydney,Australia,Australia,,YPCE,-33.366699,142.587977,184,10,O
9005,Wiawera Station,Wiawera station,Adelaide,Australia,Australia,,\N,-32.29515,140.4145,180,9.5,O
9006,Tilpa,Tilpa,Sydney,Australia,Australia,,YTLP,-30.556,144.251,280,10,O
9007,Yarramba Station,Yarramba Station,Adelaide,Australia,Australia,,\N,-31.66136,140.6277,180,9.5,O
9008,Reichenbach,Reichenbach im Kandertal,Zurich,Switzerland,Europe,,LSGR,46.61298,7.67773,2300,1,E
9009,Takayama Station,Takayama,Tokyo,Japan,Asia,,\N,36.1406,137.2519,2200,9,N
9010,Himeji Station,Himeji,Tokyo,Japan,Asia,,\N,34.49395,134.412706,141,9,U
9011,Miyajimaguchi Station,Miyajimaguchi,Tokyo,Japan,Asia,,\N,34.3122,132.3022,6,9,U
9012,Miyajima Port,Miyajima,Tokyo,Japan,Asia,,\N,34.302043,132.32213,0,9,U
9013,Brown Bluff Port,Brown Bluff,South Pole,Antarctica,Antarctica,,\N,-63.32,-56.54,0,12,S
9014,Devil Island Port,Devil Island,South Pole,Antarctica,Antarctica,,\N,-63.48,-57.17,0,12,S
9015,Gourdin Island Port,Gourdin Island,South Pole,Antarctica,Antarctica,,\N,-63.12,-57.18,0,12,S
9016,Cuverville Island Port,Cuverville Island,South Pole,Antarctica,Antarctica,,\N,-64.41,-62.38,0,12,S
9017,Neko Harbor,Neko Harbor,South Pole,Antarctica,Antarctica,,\N,-64.5,-62.33,0,12,S
9018,Port Lockroy,Port Lockroy,South Pole,Antarctica,Antarctica,,\N,-64.4931,-63.294,0,12,S
9019,Walker Bay,Walker Bay,South Pole,Antarctica,Antarctica,,\N,-62.38,-60.42,0,12,S
9020,Whalers Bay,Deception Island,South Pole,Antarctica,Antarctica,,\N,-62.5837,-60.39,0,12,S
9021,Labadee Port,Labadee,Port-au-Prince,Haiti,America,,\N,19.4711,-72.1444,0,-5,A
9022,Lagos Lagoon,Lekki,Lagos,Nigeria,Africa,,\N,6.465907,3.532115,0,1,N
9023,Escravos,Escravos,Lagos,Nigeria,Africa,,\N,5.617203,5.187993,0,1,U
9024,Volosovo,Volosovo,Moscow,Russia,Europe,,XUMW,55.0683,37.4517,577,4,N
9025,Bijie Feixiong Airport,Bijie,Chongqing,China,Asia,BFJ,\N,27.253,105.426,5250,8,N
9026,Lensk,Lensk,Yakutsk,Russia,Asia,ULK,UERL,60.723,114.825,843,10,U
9027,Fairbanks Train Depot,Fairbanks,Anchorage,United States,America,,\N,64.5109,-147.4445,446,-9,A
9028,Denali Train Depot,Denali,Anchorage,United States,America,,\N,63.43083,-150.31111,3733,-9,A
9029,Talkeetna Train Depot,Talkeetna,Anchorage,United States,America,,\N,62.18934,-150.06177,348,-9,A
9030,Anchorage Rail Depot,Anchorage,Anchorage,United States,America,,\N,61.1318,-149.5326,102,-9,A
9031,Whittier Port,Whittier,Anchorage,United States,America,,\N,60.774174,-148.677649,0,-9,A
9032,Qingdao Railway Station,Qingdao,Chongqing,China,Asia,,\N,36.063497,120.312542,45,8,N
9033,Beijing South Railway Station,Beijing,Chongqing,China,Asia,,\N,39.5157,116.2235,144,8,N
9034,Shanghai Railway Station,Shanghai,Chongqing,China,Asia,,\N,31.251552,121.450446,16,8,N
9035,Suzhou Railway Station,Suzhou,Chongqing,China,Asia,,\N,31.195,120.3623,9,8,N
9036,Biluty,Khamar-Daban,Irkutsk,Russia,Asia,,\N,51.994,102.099,3000,9,N
9037,Shumak,Khamar-Daban,Irkutsk,Russia,Asia,,\N,51.964,101.867,3600,9,N
9038,Shumak,Khamar-Daban,Irkutsk,Russia,Asia,,\N,51.964,101.897,3300,9,N
9039,Kitoi,Khamar-Daban,Irkutsk,Russia,Asia,,\N,52.111,101.986,2000,9,N
9040,Kitoi,Khamar-Daban,Irkutsk,Russia,Asia,,\N,52.111,101.986,2000,9,N
9041,Angasolka,Baikal,Irkutsk,Russia,Asia,,\N,51.758,103.849,1500,9,N
9042,Kavalerovo,Kavalerovo,Vladivostok,Russia,Asia,,UHWK,44.273,135.029,660,11,N
9043,Igdir,Igdir,Istanbul,Turkey,Europe,IGD,LTCT,39.983056,43.866389,3100,2,E
9044,Sanliurfa GAP,Sanliurfa,Istanbul,Turkey,Europe,GNY,LTCS,37.45,38.9,2700,2,E
9045,Zafer,Kutahya,Istanbul,Turkey,Europe,KZR,LTBZ,39.111389,30.13,3327,2,E
9046,Barentsburg,Barentsburg,Longyearbyen,Svalbard,Arctic,,\N,78.1006,14.1998,20,1,U
9047,Piramida,Piramida,Longyearbyen,Svalbard,Arctic,,\N,78.6528,16.3392,20,1,U
9048,Velikiye Luki,Velikiye Luki,Moscow,Russia,Europe,VLU,ULOL,56.381667,30.61,328,4,N
9049,Boston Back Bay Station,Boston,New York,United States,America,ZTY,\N,42.3478,-71.075,20,-5,A
9050,Burlington GO Station,Burlington,Toronto,Canada,America,,\N,43.3408282,-79.8093881,243,-5,A
9051,Niagra Falls Railway Station,Niagra Falls,New York,Canada,America,,\N,43.1088,-79.0634,521,-5,A
9052,Niagara Falls Station,Niagara Falls,New York,United States,America,,\N,43.1135,-79.0318,0,-5,A
9053,Yelahanka AFB,Bangalore,Calcutta,India,Asia,YLK,VOYK,13.136,77.607,2912,5.5,N
9054,Yeltsovka,Novosibirsk,Omsk,Russia,Asia,,UNNE,55.077,82.997,617,7,N
9055,Veligandu Resort,Veligandu,Maldives,Maldives,Indian,,\N,4.1753,73.0037,0,5,U
9056,Kuramathi,Kuramathi,Maldives,Maldives,Indian,,\N,4.1525,73,0,5,U
9057,Olkiombo Airstrip,Masai Mara,Nairobi,Kenya,Africa,,HKOK,-1.409569,35.110788,4997,3,U
9058,Shanghai South Railway Station,Shanghai,Chongqing,China,Asia,,\N,31.154425,121.42416,13,8,N
9059,Suzhou North Railway Station,Suzhou,Chongqing,China,Asia,,\N,31.423646,120.639045,6,8,N
9060,Ulithi,Ulithi,Truk,Micronesia,Pacific,ULI,\N,10.01669979,139.8000031,10,10,O
9061,Mar-Kuel,Mar-Kuel,Vladivostok,Russia,Asia,,UHHK,57.2712,132.314,200,11,N
9062,Kodinsk,Kodinsk,Krasnoyarsk,Russia,Asia,,UNKI,58.285,99.055,200,8,N
9063,Nanjing Railway Station,Nanjing,Chongqing,China,Asia,,\N,32.088583,118.792189,29,8,N
9064,Balkanabat,Balkanabat,Ashgabat,Turkmenistan,Asia,BKN,\N,39.481389,54.362778,7,5,N
9065,Belmont Airport,Lake Macquarie,Sydney,Australia,Australia,BEO,YPEC,-33.066667,151.648333,5,10,O
9066,Clayton County Tara Field,Hampton,New York,United States,America,4A7,K4A7,33.389099,-84.332397,874,-5,A
9067,Stapleton International Airport,Denver,Denver,United States,America,,DENX,39.779255,-104.88184,5333,-7,A
9068,Brampton Island,Brampton Island,Brisbane,Australia,Australia,BMP,YBPI,-20.8044444,149.2794444,5,10,O
9069,Shanghai Maglev Long Yang Road Station,Shanghai,Chongqing,China,Asia,,\N,31.202854,121.558335,16,8,U
9070,Nuernberg Port,Nuernberg,Berlin,Germany,Europe,,\N,49.392222,11.061944,990,1,E
9071,NAS Alameda,Alameda,Los Angeles,United States,America,NGZ,KNGZ,37.7861,-122.3186,10,-8,U
9072,Stein,Stein,Berlin,Germany,Europe,,\N,49.406324,11.003054,984,1,E
9073,Dippenricht Heliport,Dippenricht,Berlin,Germany,Europe,,\N,49.253972,11.363216,1400,1,E
9074,Lagoon Cove water aerodrome,Lagoon Cove,Vancouver,Canada,America,,\N,50.6,-126.3167,0,-8,A
9075,Endelage West,Endelage,Copenhagen,Denmark,Europe,,EKEL,55.75616,10.250716,0,1,E
9076,Flugplatz St. Johann in Tirol,St. Johann in Tirol,Vienna,Austria,Europe,,LOIJ,47.517222,12.435833,2198,1,E
9077,Echo Bay water aerodrome,Echo Bay,Vancouver,Canada,America,,\N,50.45,-126.29,0,-8,A
9078,Kingcome water aerodrome,Kingcome,Vancouver,Canada,America,,\N,50.58,-128.11,0,-8,A
9079,Thalmaessing Waizenhofen,Thalmaessing,Berlin,Germany,Europe,,EDPW,49.064444,11.208056,1893,1,E
9080,Tcentralny,Taganrog,Moscow,Russia,Europe,,XRRC,47.246,38.84,183,4,N
9081,Buffalo Exchange Street Station,Buffalo,New York,United States,America,,\N,42.8783,-78.8738,600,-5,A
9082,Wilmington Amtrak Station,Wilmington,New York,United States,America,ZWI,\N,39.736667,-75.551667,0,-5,A
9083,Vagaru Island,Viceroy Resort,Maldives,Maldives,Indian,,\N,6.089305,73.203857,5,5,N
9084,Fort McMurray - Mildred Lake Airport,Fort McMurray,Edmonton,Canada,America,NML,\N,57.055599,-111.573997,1046,-7,A
9085,Genoa Cruise Terminal,Genova,Rome,Italy,Europe,,\N,44.40725,8.876301,0,1,E
9086,Suzhou Industrial Park Railway Station,Suzhou,Chongqing,China,Asia,,\N,31.344444,120.706667,7,8,N
9087,Elkhart Municipal,Elkhart,New York,United States,America,EKI,\N,41.719444,-86.003333,778,-5,A
9088,Cochrane,Cochrane,Toronto,Canada,America,YCN,CYCN,49.106667,-81.015278,852,-5,A
9089,Aeroporto Estadual Arthur Siqueira,Braganca Paulista,Sao Paulo,Brazil,America,BJP,SBBP,-22.979167,-46.5375,3,-3,S
9090,Brusselton,Brusselton,Perth,Australia,Australia,BQB,YBLN,-33.687222,115.400278,55,8,O
9091,Srednekolymsk,Srednekolymsk,Magadan,Russia,Asia,,UESK,67.2748,153.4258,98,12,N
9092,Garowe - International,Garowe,Mogadishu,Somalia,Africa,GGR,\N,8.24,48.29,553,3,N
9093,Salt Lake City Intermodal Hub,Salt Lake City,Denver,United States,America,,SLCR,40.762778,-111.908333,0,-7,A
9094,Thorny Bush Game Lodge Airport,Hoedspruit,Johannesburg,South Africa,Africa,,\N,-24.414722,31.165001,1900,2,U
9095,Inverell,Inverell,Sydney,Australia,Australia,IVR,YIVL,-29.888333,151.144167,2667,10,O
9096,Glen Innes,Glen Innes,Sydney,Australia,Australia,GLI,YGLI,-29.675,151.69,3433,10,O
9097,Hangzhou Railway Station,Hangzhou,Chongqing,China,Asia,,\N,30.246,120.1784,39,8,N
9098,Sorrento Valley Station,San Diego,Los Angeles,United States,America,,\N,32.903,-117.225,150,-8,A
9099,San Diego Union Station,San Diego,Los Angeles,United States,America,,\N,32.716944,-117.168611,50,-8,A
9100,Petersdorf,Ansbach,Berlin,Germany,Europe,,EDQF,49.216,10.4026,1370,1,E
9101,Venice-Venezia Mestre,Venice,Rome,Italy,Europe,,\N,45.48189,12.231923,0,1,E
9102,Immokalee ,Immokalee ,New York,United States,America,IMM,KIMM,26.433889,-81.401389,37,-5,A
9103,Maranggo,Sulawesi Tenggara,Makassar,Indonesia,Asia,,WA44,-5.76457,123.917,169,8,N
9104,Rancho San Simeon Airport,Cambria,Los Angeles,United States,America,,66CA,35.607748,-121.110192,320,-8,A
9105,Port Canaveral,Brevard County,New York,United States,America,,\N,28.4113919,-80.6081066,0,-5,A
9106,Cococay,Ragged Island,Nassau,Bahamas,America,,\N,22.148056,-75.693333,0,-5,A
9107,Yichun Mingyueshan Airport,Yichun,Chongqing,China,Asia,YIC,ZSYC,27.8033,114.3081,131,8,U
9108,Costa maya port,Costa maya,Mexico City,Mexico,America,,\N,18.714,-87.709,0,-6,U
9109,Costa maya port,Costa maya,Mexico City,Mexico,America,,\N,18.714,-87.709,0,-6,U
9110,Fajardo,Fajardo,Puerto Rico,Puerto Rico,America,,\N,18.32,-65.65,0,-4,U
9111,Billings field,Essex,Toronto,Canada,America,,\N,42.199,-82.465,650,-5,U
9112,Hiberico Offshore Platform,Cuidad del Carmen,NULL,Mexico,#VALUE!,,\N,19.398611,-92.016111,0,-6,A
9113,Alpha offshore platform,Cork,NULL,Ireland,#VALUE!,,\N,51.400377,-7.901464,0,0,E
9114,Peterhof Helicopter Landing area,Saint-Petersburg,Moscow,Russia,Europe,,\N,59.890529,29.894609,0,4,U
9115,Gogland Helicopter Landing,Gogland Island,NULL,Russia,#VALUE!,,\N,60.011662,27.008236,0,4,U
9116,New Carrollton Rail Station,New Carrollton,New York,United States,America,ZRZ,\N,38.948,-76.8719,39,-5,A
9117,Ship Channel Cay,Ship Channel Cay,Nassau,Bahamas,America,,\N,24.819302,-76.824331,0,-5,A
9118,Walkersville Train Depot,Walkersville,New York,United States,America,,\N,39.48618333,-77.35475,308,-5,A
9119,Seattle Pier 69 - Victoria Clipper,Seattle,Los Angeles,United States,America,,\N,47.613801,-122.354019,7,-8,A
9120,Dinwiddie County Airport,Petersburg,New York,United States,America,PTB,KPTB,37.18375,-77.507388,193,-5,A
9121,Mount Aso helipad,Aso,Tokyo,Japan,Asia,,\N,32.884308,131.064638,1350,9,N
9122,Mount Aso helipad,Aso,Tokyo,Japan,Asia,,\N,32.884308,131.064638,1350,9,N
9123,Kasongo Lunda,Kasongo,Kinshasa,Congo (Kinshasa),Africa,KGN,FZOK,-6.583333,16.816668,0,1,U
9124,McMurdo Station Pegasus Field,McMurdo Station,South Pole,Antarctica,Antarctica,,NZPG,-77.963333,166.524444,18,12,Z
9125,Klatovy,Klatovy,Prague,Czech Republic,Europe,,LKKT,49.418327,13.321944,1299,1,E
9126,Sheboygan County Memorial Airport,Sheboygan,Chicago,United States,America,SBM,KSBM,43.7696,-87.851402,755,-6,A
9127,Dave Forest Airport,Cloudbreak,Perth,Australia,Australia,KFE,YFDF,-22.291945,119.437225,1555,8,N
9128,Ephraim-Gibraltar Airport,Ephraim,Chicago,United States,America,3D2,\N,45.1354167,-87.1879444,773,-6,A
9129,Kangel Danda Airport,Kangel Danda,Katmandu,Nepal,Asia,,VNKL,27.41667,86.64167,6880,5.75,N
9130,Man Maya Airport,Khanidanda,Katmandu,Nepal,Asia,,VNKD,27.19028,86.77167,4435,5.75,N
9131,Talcha Airport,Rara National Park,Katmandu,Nepal,Asia,,VNT1,29.43,81,0,5.75,N
9132,Bajura Airport,Bajura,Katmandu,Nepal,Asia,BJU,VNBR,29.50611,81.66944,4606,5.75,N
9133,Walkersville Turnaround,Frederick,New York,United States,America,,\N,39.4449,-77.4012,302,-5,A
9134,Airport Chara,Chara,Yakutsk,Russia,Asia,,UIAR,56.912765,118.271007,671,10,N
9135,Tho Xuan Airport,Thanh Hoa,Saigon,Vietnam,Asia,THD,\N,19.90167,105.46778,0,7,N
9136,Herning,Herning,Copenhagen,Denmark,Europe,,EKHG,56.197224,9.147222,136,1,E
9137,Sonderlandeplatz Schleissheim,Schleissheim,Berlin,Germany,Europe,,EDNX,48.239167,11.561389,1594,1,E
9138,Pinal Airpark,Marana,Phoenix,United States,America,MZJ,KMZJ,32.509722,-111.325278,1893,-7,N
9139,Glendale Municipal Airport,Glendale,Phoenix,United States,America,GEU,KGEU,33.5269167,-112.2951389,1071,-7,N
9140,Safford Regional Airport,Safford,Phoenix,United States,America,SAD,KSAD,32.8533333,-109.6350833,3179,-7,N
9141,Verden Scharnhorst,Verden,Berlin,Germany,Europe,,EDWV,52.965278,9.282778,144,1,E
9142,Mara North,Masai Mara,Nairobi,Kenya,Africa,,\N,-1.142636,35.139856,5468,3,N
9143,Fort Lauderdale-Hollywood International Airport Station at Dania Beach,Dania Beach,New York,United States,America,,\N,26.061933,-80.16565,9,-5,A
9144,Deerfield Beach Station,Deerfield Beach,New York,United States,America,,\N,26.316944,-80.122222,13,-5,A
9145,Lecheo,Korinthos,Athens,Greece,Europe,,\N,37.92592,22.860228,60,2,E
9146,Solomon Airport,Solomon,Perth,Australia,Australia,SLJ,YSOL,-22.255,117.85,2008,8,N
9147,Bruck-Nittenau,Nittenau,Berlin,Germany,Europe,,EDNM,49.2225,12.2967,1161,1,E
9148,Kerama Airport,Kerama,Tokyo,Japan,Asia,KJP,ROKR,26.168333,127.293333,156,9,N
9149,Americana,Americana,Sao Paulo,Brazil,America,,SDAI,-22.7558,-47.269402,2085,-3,S
9150,Brussels Gare Centrale,Brussels,Brussels,Belgium,Europe,,\N,50.84548,4.357174,43,1,E
9151,Comino Airport,Comino,Malta,Malta,Europe,JCO,\N,36.016,14.333,201,1,E
9152,Udine stazione,Udine,Rome,Italy,Europe,,\N,46.04,13.14,1,1,E
9153,Bratislava Hlavna Stanica,Bratislava,Vienna,Slovakia,Europe,,\N,48.08,17.06,1,1,E
9154,Depati Parbo Airport,Sungai Penuh,Jakarta,Indonesia,Asia,,\N,1.881071,101.442261,2000,7,U
9155,Kolosovka,Kolosovka,Omsk,Russia,Asia,,\N,56.2752,73.3641,100,7,U
9156,Ekibastuz airport,Ekibastuz,Qyzylorda,Kazakhstan,Asia,,UASB,51.5723,75.2613,776,6,N
9157,Znamenka airport,Znamenskoe,Omsk,Russia,Asia,,\N,57.1523,73.7512,432,7,E
9158,Tevriz airport,Tevriz,Omsk,Russia,Asia,,\N,57.5243,72.4653,456,7,U
9159,Besobe airport,Bestobe,Qyzylorda,Kazakhstan,Asia,,\N,52.4986,73.1434,645,6,N
9160,Stepnogorsk airport,Stepnogorsk,Qyzylorda,Kazakhstan,Asia,,\N,52.3575,71.7865,432,6,N
9161,Bekdash airport,Karabogaz,Ashgabat,Turkmenistan,Asia,,\N,41.5397,52.5711,12,5,U
9162,Adamovka,Adamovka,Yekaterinburg,Russia,Asia,,UWOD,51.4929,59.92752,931,6,N
9163,Kvarkeno,Kvarkeno,Yekaterinburg,Russia,Asia,,UWOH,52.078333,59.683333,305,6,U
9164,Sikeston Memorial Municipal,Sikeston,Chicago,United States,America,SIK,KSIK,36.8988889,-89.56175,315,-6,A
9165,Nynashamn Ferry Port,Nynashamn,Stockholm,Sweden,Europe,NYN,\N,58.9,17.95,0,1,E
9166,Rodby Port,Rodby,Copenhagen,Denmark,Europe,ROD,\N,54.65,11.35,0,1,E
9167,Puttgarden,Puttgarden,Berlin,Germany,Europe,QUA,\N,54.5,11.2167,0,1,E
9168,Sonevafushi,Sonevafushi,Maldives,Maldives,Indian,,\N,5.112336,73.07805,0,5,U
9169,Royal Island Resort,Royal Island Resort,Maldives,Maldives,Indian,,\N,5.162911,73.053578,0,5,U
9170,Royal Island Resort,Royal Island Resort,Maldives,Maldives,Indian,,\N,5.162911,73.053578,0,5,U
9171,Port of Belfast,Belfast,London,United Kingdom,Europe,BE2,\N,54.6178,-5.9017,0,0,E
9172,Stranraer Ferry Port,Stranraer,London,United Kingdom,Europe,SR2,\N,54.902,-5.027,0,0,E
9173,Oceano County Airport,Oceano,Los Angeles,United States,America,L52,KL52,35.10147222,-120.6223611,14,-8,U
9174,Eupen - Rail,Eupen,Brussels,Belgium,Europe,,\N,50.3743,6.0201,1000,1,E
9175,Tetiaroa Airport,Tetiaroa,Tahiti,French Polynesia,Pacific,TTI,NTTE,-17.0132999,-149.5870056,0,-10,N
9176,Osnabrueck Hbf,Osnabrueck,Berlin,Germany,Europe,,\N,52.272778,8.061111,207,1,E
9177,Hannover Hbf,Hannover,Berlin,Germany,Europe,,\N,52.366667,9.716667,180,1,E
9178,Floyd Bennett Memorial Airport,Queensbury,New York,United States,America,GFL,KGFL,43.341222,-73.610305,328,-5,A
9179,Saratoga County Airport,Ballston Spa,New York,United States,America,5B2,K5B2,43.050722,-73.861638,433,-5,A
9180,Burrello-Mechanicville Airport,Mechanicville,New York,United States,America,K27,\N,42.893133,-73.66845,195,-5,A
9181,Tampa Padang,Mamuju,Makassar,Indonesia,Asia,MJU,WAWJ,-2.583333,119.033333,2,8,N
9182,Crystal River,Crystal River,New York,United States,America,CGC,KCGC,28.8676111,-82.5741111,9,-5,A
9183,Martin State,Baltimore,New York,United States,America,MTN,KMTN,39.3256667,-76.4137778,22,-5,A
9184,Lincoln Regional Airport Karl Harder Field,Lincoln,Los Angeles,United States,America,LHM,KLHM,38.9091667,-121.3513333,121,-8,A
9185,Fostoria Metropolitan Airport,Fostoria,New York,United States,America,FZI,KFZI,41.1908333,-83.3930833,752,-5,A
9186,Eastern Slopes Regional,Fryeburg,New York,United States,America,IZG,KIZG,43.9911389,-70.9478889,455,-5,A
9187,Coral Creek,Placida,New York,United States,America,,FA54,26.8537417,-82.2526028,8,-5,A
9188,Lakefront,New Orleans,Chicago,United States,America,NEW,KNEW,30.0424167,-90.02825,7,-6,A
9189,Pappy Boyington,Coeur d'Alene,Los Angeles,United States,America,COE,KCOE,47.7743056,-116.8195833,2320,-8,A
9190,Beaumont Municipal,Beaumont,Chicago,United States,America,BMT,KBMT,30.0702044,-94.2150967,32,-6,A
9191,Vermilion Regional,Danville,Chicago,United States,America,DNV,KDNV,40.1996944,-87.5955278,696,-6,A
